지번주소,도로명주소,사업장명,위도,경도,kakao_star,kakao_star_nums,kakao_blog_review
목동,서울특별시 양천구 목동동로 309 (목동행복한세상백화점 7층),메가박스중앙,37.5291902,126.8759727,4.3,7,18
장충동2가,서울특별시 중구 장충단로 72 (장충동2가),씨너스 이오이,37.5524029,127.0037383,4,33,41
자양동,서울특별시 광진구 아차산로 272 더샵스타시티 (자양동),롯데시네마 건대입구관 ,37.5385583,127.0729962,3.7,36,63
장안동,서울특별시 동대문구 답십리로 288 12층 (장안동 바우하우스),롯데시네마 장안,37.5719099,127.0723918,0,0,0
목동,서울특별시 양천구 목동동로 309 (목동행복한세상백화점 7층),메가박스중앙,37.5291902,126.8759727,4.3,7,18
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동 롯데월드몰),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
가산동,서울특별시 금천구 디지털로10길 9 현대시티아울렛 가산점 (가산동),롯데시네마 가산디지털,37.4775997,126.8891282,3.6,11,20
방화동,서울특별시 강서구 하늘길 38 (방화동 스카이파크),롯데시네마 김포공항 ,37.5713698,126.8029604,2.8,53,52
관수동,서울특별시 종로구 돈화문로 13 지하1층 (관수동 서울극장),서울극장 3관,37.5696922,126.9916903,5,1,11
필동2가,서울특별시 중구 퇴계로 212 (필동2가),대한극장,37.5610797,126.9953587,3,44,36
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동 롯데월드몰),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
충무로1가,서울특별시 중구 명동8나길 15  (충무로1가캣츠빌딩),씨큐엔,37.5612705,126.9841358,0,0,0
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동 롯데월드몰),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
관수동,서울특별시 종로구 돈화문로 13 3층 (관수동),독립영화전용관 인디스페이스,37.5696922,126.9916903,5,7,7
문정동,서울특별시 송파구 송파대로 111 204동 비162호 (문정동 파크하비오),메가박스 송파파크하비오점,37.4805094,127.1232611,2.5,21,52
충무로4가,서울특별시 중구 퇴계로 212 (충무로4가),대한극장,37.5610797,126.9953587,3,44,36
성산동,서울특별시 마포구 월드컵로 240 (성산동월드컵쇼핑몰내 1층),메가박스중앙,37.5682553,126.8972733,0,0,0
충무로1가,서울특별시 중구 명동8나길 15  (충무로1가캣츠빌딩),씨큐엔,37.5612705,126.9841358,0,0,0
문정동,서울특별시 송파구 송파대로 111 204동 비162호 (문정동 파크하비오),메가박스 송파파크하비오점,37.4805094,127.1232611,2.5,21,52
동교동,서울특별시 마포구 양화로 147 아일렉스 7층 (동교동),메가박스중앙,37.556049,126.9220541,0,0,0
예지동,서울특별시 종로구 청계천로 187  (예지동4층),바다극장,37.5693625,126.9985011,5,1,0
초동,서울특별시 중구 마른내로 47 6층 (초동 명보극장),주식회사 명보아트홀,37.5647074,126.9932319,4,3,1
자양동,서울특별시 광진구 아차산로 272 더샵스타시티 (자양동),롯데시네마 건대입구관 ,37.5385583,127.0729962,3.7,36,63
자양동,서울특별시 광진구 아차산로 272 더샵스타시티 (자양동),롯데시네마 건대입구관 ,37.5385583,127.0729962,3.7,36,63
충무로4가,서울특별시 중구 퇴계로 212 (충무로4가),대한극장,37.5610797,126.9953587,3,44,36
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동 롯데월드몰),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
개봉동,서울특별시 구로구 개봉로15길 58-5  (개봉동),샘물,37.4901227,126.8526039,0,0,0
장안동,서울특별시 동대문구 답십리로 288 11층 (장안동 바우하우스),롯데시네마 장안,37.5719099,127.0723918,0,0,0
방화동,서울특별시 강서구 하늘길 38 (방화동 스카이파크),롯데시네마 김포공항 ,37.5713698,126.8029604,2.8,53,52
문정동,서울특별시 송파구 송파대로 111 204동 비162호 (문정동 파크하비오),메가박스 송파파크하비오점,37.4805094,127.1232611,2.5,21,52
충무로4가,서울특별시 중구 퇴계로 212 (충무로4가),대한극장,37.5610797,126.9953587,3,44,36
남대문로2가,서울특별시 중구 남대문로 73 6~7층 (남대문로2가 AVENUEL),롯데시네마 에비뉴엘5 샤롯데,37.5641952,126.981707,3.1,21,22
자양동,서울특별시 광진구 아차산로 272 더샵스타시티 (자양동),롯데시네마 건대입구관 ,37.5385583,127.0729962,3.7,36,63
목동,서울특별시 양천구 목동동로 309 (목동행복한세상백화점 7층),메가박스중앙,37.5291902,126.8759727,4.3,7,18
목동,서울특별시 양천구 목동동로 309 (목동행복한세상백화점 7층),메가박스중앙,37.5291902,126.8759727,4.3,7,18
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동 롯데월드몰),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
문정동,서울특별시 송파구 송파대로 111 204동 비162호 (문정동 파크하비오),메가박스 송파파크하비오점,37.4805094,127.1232611,2.5,21,52
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
역삼동,서울특별시 강남구 강남대로 422 (역삼동),메가박스 씨티,37.500395,127.0268811,3.6,12,18
문정동,서울특별시 송파구 송파대로 111 204동 비162호 (문정동 파크하비오),메가박스 송파파크하비오점,37.4805094,127.1232611,2.5,21,52
충무로1가,서울특별시 중구 명동8나길 15  (충무로1가캣츠빌딩),씨큐엔,37.5612705,126.9841358,0,0,0
관수동,서울특별시 종로구 돈화문로 13 3층 (관수동),서울아트시네마,37.5696922,126.9916903,4.2,22,2
신천동,서울특별시 송파구 올림픽로 300 엔터테인먼트동 5~11층 (신천동 롯데월드몰),롯데시네마 월드타워,37.5125702,127.1025625,3.8,49,314
장안동,서울특별시 동대문구 답십리로 288 12층 (장안동 바우하우스),롯데시네마 장안,37.5719099,127.0723918,0,0,0
충무로1가,서울특별시 중구 명동8나길 15  (충무로1가8910층),명동시네마,37.5612705,126.9841358,3.1,21,22
충무로1가,서울특별시 중구 명동8나길 15  (충무로1가캣츠빌딩),씨큐엔,37.5612705,126.9841358,0,0,0
사당동,서울특별시 동작구 동작대로 89 (사당동골든씨네마 7층),메가박스,37.4846358,126.9816553,3,29,24
